id,account_id,owner_id,first_name,last_name,email,phone,title,department,lead_source,created_date,is_primary
003KcS52hJ6SQw5MR1,001qLPlIteci1NrIpA,0057tOW88h5S2FQMo9,Emerson,Williams,emerson.williams.11729@contact.example,+1-555-767-9802,Individual Contributor,IT,Inbound,2025-04-18,false
0036wOkG2i4tFjrWb2,001grugJ3lfINaFH6j,005C9ZE4d3Sx2TUFjd,Liam,Brown,liam.brown.5174@contact.example,+1-555-722-4750,Manager,Operations,Outbound,2022-04-26,false
003RWVQTPMDxe8Ojn8,001iRSObbV2JvDQGAw,005YgcwjR0nrnHIGZX,Lucia,Lee,lucia.lee.13269@contact.example,+1-555-779-9696,VP,IT,Inbound,2023-05-26,false
00399vVIkyqPyJXxUb,001MmORY9nhmhQeqPg,0052yGgxi1v4hCqV4x,Taylor,Baker,taylor.baker.13664@contact.example,+1-555-983-6934,VP,Finance,Inbound,2024-10-19,false
003JYyaqzzrHATQF3l,001GpGdDvWxZRdo3rb,005PkYO2xaCUvet6zY,Sofia,Ali,sofia.ali.6367@contact.example,+1-555-675-4416,Individual Contributor,Operations,Inbound,2022-11-25,true
003N4aYp8DOSv1N32b,0010XJREGAhfp3FUTA,005FmC4bvUmQBFO9r1,Lucia,Moore,lucia.moore.7784@contact.example,+1-555-436-1229,VP,Operations,Partner Referral,2025-03-16,true
0035UI4Uykf5E6GRE7,001klk9M2sp3myFfYu,0052vuTGNhPaf9DJtR,Haruto,Banerjee,haruto.banerjee.2179@contact.example,+1-555-521-7421,VP,Sales,Trade Show,2022-05-04,true
003NQ3QRdcP4T0hRg6,001Lo9rEh5m8xyCDqB,005rTQ0LB8Z2cjvjPG,Taylor,Sanchez,taylor.sanchez.6083@contact.example,+1-555-375-4265,Manager,Sales,Event,2024-05-23,false
003aeU25v9kqGGIgYH,001qexVYbeNpGXoziu,005vvizm5OfORbfBYV,Liam,Singh,liam.singh.2996@contact.example,+1-555-805-4538,Manager,Sales,Partner Referral,2023-09-28,true
003wLnNVWCskcSwc05,001G5u2ZfXvYkqSwgX,005Ozb2jx0nnrpjBm7,Diego,Green,diego.green.2498@contact.example,+1-555-268-8089,Manager,Finance,Inbound,2022-08-14,false
003CR787GzXrN8PpRy,001AVUYpE6B27Memda,005NhmgMvZSpDy5y9P,Amina,Lewis,amina.lewis.2155@contact.example,+1-555-457-1091,Manager,Finance,Partner Referral,2023-10-01,false
003fPEC71Vm7FpoLI3,001d4dX5ufuo7JOJrO,005VLfsfX7zhRzFubF,Malik,Sanchez,malik.sanchez.7305@contact.example,+1-555-625-7132,VP,IT,Event,2023-01-07,true
003ZiEihPPdoVTp3lV,001U0N8wSiqD2LsTkY,005scUETCztHB2VpGr,Camila,Ibrahim,camila.ibrahim.7692@contact.example,+1-555-656-3674,Director,Finance,Partner Referral,2023-07-28,false
003s3kyDsAJAEuWO61,001H4o9i6zw0xZLZdG,005Jf9CIg9lV3G32cG,Jihoon,Clark,jihoon.clark.3494@contact.example,+1-555-704-7349,Director,Finance,Inbound,2024-03-24,false
003IbO0cuwleDxIwQv,001BfuLy4e1pvkKmAs,005tcchhnKXX6SYaxV,Emerson,Lewis,emerson.lewis.11376@contact.example,+1-555-419-2177,VP,Sales,Web,2024-10-04,false
003YYMAf1gjWMSL9pg,001cqX3HIUEHYCc7bb,005iSUGFUqSTcmtbKs,Jamal,Wong,jamal.wong.1889@contact.example,+1-555-980-6518,Director,Finance,Web,2025-10-30,true
003BioxP9eYIdg1To4,001buINSqLHnJt7bzJ,005N1Jj8umhbHxSPTH,Omar,Mitchell,omar.mitchell.11359@contact.example,+1-555-615-4276,VP,Sales,Inbound,2025-05-28,false
003JMr8X7u4k0bOXWM,001LFWZuBGNvllQ40v,005qhOaTRDj8l4v6Lo,Fatima,Baker,fatima.baker.11880@contact.example,+1-555-658-8827,Individual Contributor,IT,Outbound,2024-06-03,true
003vzHhbX4zWI8A7P6,001ahvSGVEcC6BBanw,005uK1d6IniB6ZlkqB,Priya,Thomas,priya.thomas.11007@contact.example,+1-555-180-9917,Manager,IT,Partner Referral,2023-04-06,true
003Ched1h04BxyKbmr,001dH2vOuQJTfDaq5T,005bo0fFeWaVUqG2KV,Sofia,Thompson,sofia.thompson.9325@contact.example,+1-555-439-3276,Director,Finance,Event,2024-12-17,true
003H4pKvQWCvKEyGKj,001sLQSdq7Eod7Rxbs,005ZmDANT8NxIwQSUH,Lucia,Jackson,lucia.jackson.7005@contact.example,+1-555-793-4831,VP,Finance,Web,2023-03-16,false
00383l2aSnPqU581gx,001UoocnJrghhbItNT,005FmC4bvUmQBFO9r1,Akira,Lopez,akira.lopez.9224@contact.example,+1-555-714-5523,Manager,Sales,Web,2023-02-13,false
0033Va2kLlKRrc6O9L,0013ChUw4ZBOjo9Nwi,005F4DJKwnDrFRcqbf,Sofia,Anderson,sofia.anderson.2041@contact.example,+1-555-818-7060,Individual Contributor,Finance,Partner Referral,2023-04-16,false
003xcdsJjHM4MZcdDR,001Wg23gNW5thYgELp,005nz6ixedb0ulRU2P,Fatima,Lopez,fatima.lopez.8135@contact.example,+1-555-633-6298,Manager,Operations,Event,2022-03-20,false
003NqSeke6qSwnai1N,0017da5VWPnLeXO9of,005IAWyyPlUBLQDIva,Omar,Clark,omar.clark.4645@contact.example,+1-555-436-8698,Individual Contributor,IT,Trade Show,2022-03-08,true
003P40REdptjhFseLI,001Om9LzBSt1mOH10Q,005iSUGFUqSTcmtbKs,Akira,Lopez,akira.lopez.5596@contact.example,+1-555-733-1602,VP,Operations,Outbound,2024-10-11,false
003SgSfRUQh5K8l6QQ,001HveWdWES0rZnXRY,005ZgXPYFXOBU7G1tp,Maya,Williams,maya.williams.6076@contact.example,+1-555-718-1019,Manager,Finance,Outbound,2024-07-20,false
003BnxqTFNc8PAAqiQ,001Z4kWy5RhTC7KtvX,005udoqsW2EyiZN9b0,Jihoon,Jackson,jihoon.jackson.5970@contact.example,+1-555-858-8677,Individual Contributor,Finance,Outbound,2024-07-15,false
003FlT7ad3Ka8DJTi5,001FFRPHMVTJdbRUBd,005uJa3pJEeyQVnsZp,Maya,Lopez,maya.lopez.229@contact.example,+1-555-606-5184,VP,Finance,Web,2022-07-21,false
0037yjPEDMlvatzWo9,001FFcxJrsU1GUebTO,005RNwgHWbHSrrlfhq,Haruto,Singh,haruto.singh.1974@contact.example,+1-555-542-6296,Manager,IT,Event,2025-04-28,false
003vn2F9qT56NGzkLh,001A0R5hn6JsZcpN4i,005zQVR4ms4RjAh8MF,Daniel,Patel,daniel.patel.12333@contact.example,+1-555-618-5115,Manager,Sales,Event,2024-09-03,false
003aY0IUWqWEWkgNRF,001ZRLf3EpU02c2CHY,005aV0dZauGUbUqQX9,Elias,Smith,elias.smith.2488@contact.example,+1-555-391-2056,Individual Contributor,Sales,Outbound,2024-02-07,false
003QfyFrM2u1KrYWoF,001nhbEVmU0xFcErft,005iSUGFUqSTcmtbKs,Noah,Banerjee,noah.banerjee.4921@contact.example,+1-555-389-4709,Director,Operations,Inbound,2022-07-27,false
0035pqCGhtjwZ3hoGL,001z1yXe5D5g8230hM,005CS61es1IwtecnA5,Anika,Robinson,anika.robinson.5451@contact.example,+1-555-244-8722,Individual Contributor,IT,Trade Show,2022-11-21,true
003yu7Ug6ohndcRNPC,001vFaT09jQF0RFceG,005gvRs74Xd8fUlA3x,Camila,Brown,camila.brown.8571@contact.example,+1-555-745-9400,Manager,Operations,Inbound,2025-07-12,false
003uJnVrhTBbhUALhB,001hvAuxEHWw6T8Yff,005voBFvhNYadVKXTu,Yara,Green,yara.green.4570@contact.example,+1-555-940-2942,Manager,IT,Event,2022-07-27,false
003jcDum5sBOVkCBxP,0019gYXEhWvFpxtnEZ,005DtIhNjUqehYU9Ld,Saanvi,Ibrahim,saanvi.ibrahim.11069@contact.example,+1-555-119-5513,Director,Operations,Web,2023-07-28,true
003VVokIccdk7bGQWU,001LQxqLN7bP2jJ7lM,005A7aBOiWo1s4A8VA,Carmen,Kim,carmen.kim.10516@contact.example,+1-555-880-6300,VP,Sales,Event,2025-02-05,false
003CyDMSY2BgGjNJw2,001uJVr5Fs9qYaBsuA,005xi0Xi0wCwuciNbG,Alex,Wilson,alex.wilson.7545@contact.example,+1-555-572-8863,Director,Finance,Outbound,2024-03-29,false
0036wf0QuWoJLfY53s,0013TxmxzSbsTVoRpD,005mzHykyCWibqXEgp,Jordan,Edwards,jordan.edwards.13987@contact.example,+1-555-856-5746,Manager,Finance,Trade Show,2025-09-26,true
003vyZxCL4UjJYMfsz,001GD4BsKDkRLX8yiR,005PuqoGxlvwVICWiV,Carmen,Thomas,carmen.thomas.7178@contact.example,+1-555-939-4700,Director,Sales,Outbound,2023-07-02,false
003FSt4OqhJPtETTFo,001VmvQtWhe2sDzJNw,005Cu36WnbRoy8DEqo,Kavya,Smith,kavya.smith.1945@contact.example,+1-555-849-3671,Manager,Sales,Web,2023-05-01,false
003VJMXYpdHvG7guFQ,001sN3dXyxpr0pRkmD,005PuqoGxlvwVICWiV,Yara,Cruz,yara.cruz.821@contact.example,+1-555-604-5545,Director,IT,Event,2025-10-17,false
0036sQnSQaWzfk83bh,001lS5ZMJqnWH7Rqad,005udoqsW2EyiZN9b0,Daniel,Clark,daniel.clark.10956@contact.example,+1-555-794-8877,Individual Contributor,Sales,Web,2024-04-02,true
0032jrQ3tkoDvNk5Ii,001ncWSbiJsMgVeMHI,005aABhuRiSBg0srbz,Kai,Hall,kai.hall.10911@contact.example,+1-555-389-7170,Individual Contributor,IT,Event,2025-01-04,false
003nnPGSuoAFxuEhkH,001JG4V25tWYPJ2z7s,005g4fdGzuew1U6NXU,Amina,Johnson,amina.johnson.13181@contact.example,+1-555-330-5568,Director,Finance,Event,2024-05-13,true
003DA76NIsUoSwMyDo,001hBf7MCG5CShcZ0W,005ZhFZ3TvVOVxKEgo,Imani,Thompson,imani.thompson.1180@contact.example,+1-555-218-7481,Individual Contributor,Finance,Inbound,2025-10-24,true
003270Ty9QZ04hAkZo,001GRuxtsipvU85Rbx,005pCTycClXuIF6SUv,Keisha,Ibrahim,keisha.ibrahim.4511@contact.example,+1-555-673-5802,VP,IT,Inbound,2023-08-17,false
003wcNvdZXIofGGj5G,001kJUgsOJDruZcwmk,005SkyTvnPdXlfxxMu,Daniel,Alvarez,daniel.alvarez.8643@contact.example,+1-555-179-4780,Manager,Sales,Inbound,2025-11-21,true
003YxFQ3FZoFL98V5i,001R9yT2wxOwzHEFIQ,005T3CcQW30Fc3HxzP,Adriana,Ali,adriana.ali.1288@contact.example,+1-555-684-3441,Director,Finance,Partner Referral,2023-11-04,true
003w4nNE2jv8GGcv4f,001cOZfcGc1SGVrdEW,005SotgxabsZFoiinJ,Leila,Perez,leila.perez.13438@contact.example,+1-555-926-5728,Director,IT,Web,2022-09-04,false
003hGwC6lIKllFiERu,001eZZ70FY9NngRhGy,005DtIhNjUqehYU9Ld,Gabriel,Johnson,gabriel.johnson.13908@contact.example,+1-555-878-7140,Director,IT,Web,2023-07-25,false
003dqXaFdXChTYy0ZV,001SORYY6D68zn7V17,005ZRAk3rxvD6mvf15,Casey,Cruz,casey.cruz.5902@contact.example,+1-555-714-9208,Individual Contributor,IT,Inbound,2025-05-31,false
003r30WkbLKhvwBk9H,001AVtGTqtbGyByVMq,005uK1d6IniB6ZlkqB,Diego,Clark,diego.clark.3095@contact.example,+1-555-166-4002,Individual Contributor,Operations,Trade Show,2023-01-06,false
003EOY5EJvLM0A5E6p,0017WIkJ706gXCUtSw,005yopVEVGjrYSQu2q,Miguel,Chen,miguel.chen.5395@contact.example,+1-555-676-4956,VP,Finance,Partner Referral,2024-11-11,true
003baUrUIbiWTlOAoe,0010qnu5tcQ765P0uZ,005F4DJKwnDrFRcqbf,Tariq,Lee,tariq.lee.2220@contact.example,+1-555-853-6518,Individual Contributor,Finance,Outbound,2022-09-13,false
003d0gAM3ia9vO5Nvk,0012Q4xl6uqJ52pgFV,005uJa3pJEeyQVnsZp,Emerson,Green,emerson.green.11723@contact.example,+1-555-640-9202,VP,Sales,Partner Referral,2023-12-18,false
003MUEbdV8aHMhjyOZ,001FU7sKfcsGEWv6Kf,005PsOTr02Fp2pwCFZ,Ximena,Rodriguez,ximena.rodriguez.3932@contact.example,+1-555-776-9352,Individual Contributor,Sales,Inbound,2022-07-02,false
0035FrofizMb2YtVdz,001F9sw80GaNl7pijr,005IYPQNVpF7c2XFiu,Mei,Lewis,mei.lewis.9397@contact.example,+1-555-629-9343,VP,Finance,Event,2024-11-14,true
003b2tpNFVeDMqW8vT,00167Cyq4sbzs5IF3z,005eDoAsKFf2bpyVk2,Keisha,Patel,keisha.patel.13053@contact.example,+1-555-338-7174,Individual Contributor,Finance,Partner Referral,2024-08-21,true
0038yi1H9O4NvATYmV,001dfDordXGhs7ZIGA,005gvRs74Xd8fUlA3x,Leila,Washington,leila.washington.3053@contact.example,+1-555-776-5593,VP,IT,Event,2023-02-01,true
003EysJ0av2GHlTSa5,001XKzRJT2GtGPHZt5,005U1cnD3W8AfIM0Y9,Taylor,Patel,taylor.patel.8450@contact.example,+1-555-595-2549,VP,Sales,Partner Referral,2025-01-14,true
003mXkHcHHomm0t6GM,001RVHIkX0HncrrJiu,005UyDSWXbJPhakryL,Zuri,Martinez,zuri.martinez.2256@contact.example,+1-555-765-1938,VP,Finance,Partner Referral,2025-11-30,false
003MuScIO67jGIwaVC,001OeTwy3elAsjg5ev,005rTQ0LB8Z2cjvjPG,Quinn,Gonzalez,quinn.gonzalez.8397@contact.example,+1-555-285-7861,Manager,Finance,Inbound,2024-12-09,true
003GdFENLlpPbZHPsX,001Yh6Pzl3s4DKyzgK,005fDW8pqYyhUsaaJT,Saanvi,Thompson,saanvi.thompson.10726@contact.example,+1-555-132-9867,Individual Contributor,Finance,Event,2024-09-26,false
0039tLuS9GK0e8fx0K,001X6jWWFrEM4XUsCW,005F4DJKwnDrFRcqbf,Keisha,Martinez,keisha.martinez.13877@contact.example,+1-555-704-3591,Director,Finance,Partner Referral,2025-02-05,false
0035tQ0mT0CruLiQbf,00120rCndsWhYG9yPp,005M5xWWu90p0JPGJQ,Amina,Abebe,amina.abebe.13157@contact.example,+1-555-162-9609,Manager,IT,Outbound,2022-07-06,false
003d8XVzLAMU13iL85,001vQCmeJelQa7yjs6,005Rxy2aV7ygR0ASuT,Maya,Perez,maya.perez.11451@contact.example,+1-555-309-5307,Manager,Finance,Inbound,2025-05-08,true
003QhRTRyjGROFd0a3,0011826JPsFD7rHtBn,005fDW8pqYyhUsaaJT,Jordan,Gonzalez,jordan.gonzalez.12744@contact.example,+1-555-651-5246,Manager,Sales,Event,2024-03-30,false
003mHhqff4sxcHDLky,001nvlHx06vbIQ3b7m,0050tsmCN12UJFtP9W,Leila,Kim,leila.kim.1534@contact.example,+1-555-415-8169,Individual Contributor,Operations,Partner Referral,2022-04-13,true
003kSzRwjHVjzYtgtx,001dRWYP174sg4FbMe,005hJPMnhQ0WRyZFX9,Liam,Jackson,liam.jackson.6172@contact.example,+1-555-992-2596,VP,Operations,Outbound,2025-05-04,false
0033YAyvivhUXpllrd,001g29whklihl7lN68,005Ozb2jx0nnrpjBm7,Zuri,Robinson,zuri.robinson.3974@contact.example,+1-555-465-8874,Individual Contributor,IT,Partner Referral,2025-06-24,false
003pSlawBhgRPVxsBT,001Ak6YYEr7XnKn4MK,005lWDDSfm41preSiA,Yara,Anderson,yara.anderson.9608@contact.example,+1-555-571-6464,VP,IT,Inbound,2023-04-20,false
003pF3RfAyPZAPMWP1,001kUVUYqlbR8jNkn2,00569YZ8tMEls1oPGs,Jordan,Hall,jordan.hall.4484@contact.example,+1-555-748-2104,Director,IT,Trade Show,2024-12-22,true
003Zm9d9AmoPdmBbkr,00129gUntL6ARqOyh3,005xQtcNnSs6fMHI2E,Diego,Rodriguez,diego.rodriguez.13713@contact.example,+1-555-304-9493,Individual Contributor,Finance,Partner Referral,2023-09-29,true
003y1Q5DEVHeVAPUuY,001JEUopnwJUr17O92,005HAD1xOIM0ZXro8p,Daniel,Ibrahim,daniel.ibrahim.3510@contact.example,+1-555-853-7705,Manager,IT,Outbound,2025-07-20,false
003lFzL3EGaedj0htD,001KxLAmS4kcWPNqMc,005sj6ewizq0NwPrwm,Tariq,Abebe,tariq.abebe.13356@contact.example,+1-555-615-5135,VP,Sales,Partner Referral,2025-11-16,true
0030Mqz4jSuZBDgWEA,001nEc5yICLlIf27or,005lwhmSG1MSOXLTAt,Andre,Walker,andre.walker.2322@contact.example,+1-555-138-3744,Manager,Finance,Web,2022-09-30,true
003PZLS0ZNVm4wbd6o,001EXSPOSdAUITOQV6,005RpFPjmmumSx8sB2,Miguel,Perez,miguel.perez.6882@contact.example,+1-555-208-3311,Director,Finance,Inbound,2025-04-12,false
003T46eRnB7iCAO3Aq,001HRms7KcGWOW58wT,0053WZIwXgjGUPdHRc,Kavya,Kim,kavya.kim.2156@contact.example,+1-555-694-5054,VP,IT,Outbound,2023-09-14,true
003POTN5rbV0XWoNUI,001AmL44pY6xkLVs6r,005w1rZfJkoRoaYcEo,Akira,Diaz,akira.diaz.5532@contact.example,+1-555-574-8729,VP,IT,Partner Referral,2023-01-21,false
003axeD6o0lYMbAim0,0013bImJX81iqCuvmz,005chtXE6kHD1j5gMk,Nia,Edwards,nia.edwards.8441@contact.example,+1-555-114-3051,VP,Finance,Outbound,2022-12-20,false
0036bJm7BlB5gsKFRO,0012hc7FjfmoRHCwst,005GkgNJqeO2GW2jXH,Nia,Clark,nia.clark.11237@contact.example,+1-555-458-8581,Individual Contributor,Finance,Trade Show,2024-07-22,false
0030IUYjjcxhtpa5Kq,001LloQGXQ9D3nsod6,005NhmgMvZSpDy5y9P,Aaliyah,Clark,aaliyah.clark.12947@contact.example,+1-555-536-7177,Individual Contributor,Sales,Web,2023-02-15,true
003ZMiFW1tX3qEK6TY,001Yb02aaZ8xdewDFV,005n3YnrPf6lJOdoQd,Diego,Lewis,diego.lewis.272@contact.example,+1-555-797-1664,Manager,Sales,Inbound,2025-01-05,false
003Eqi1o8Orid4oSdH,001bIiD3H3mOgh1sv6,0053WZIwXgjGUPdHRc,Gabriel,Thomas,gabriel.thomas.9801@contact.example,+1-555-112-9933,Individual Contributor,IT,Partner Referral,2023-10-29,false
003MCvuMp5ttI3FtUn,001Q60QREqx7JH3myE,005uJa3pJEeyQVnsZp,Javier,Hall,javier.hall.6549@contact.example,+1-555-646-9569,VP,Sales,Event,2025-08-06,true
0034FpNtn0aexlbp5Y,00162ANqI9BRMpTqfQ,005dJm5gIU7nUKZnv1,Adriana,Wright,adriana.wright.3621@contact.example,+1-555-729-7529,VP,Sales,Trade Show,2022-02-11,true
003aufIopO9RFIcdkZ,001GBi8jaw1SIn5Rqz,005bRaTeyEXQ8Puofm,Jada,Patel,jada.patel.6841@contact.example,+1-555-264-2332,Manager,Finance,Event,2022-12-08,false
003ztVWi7brHSJ3udA,0016BgLwQWYAr1tnS6,0053VzHd9EJw9O3rur,Quinn,Wright,quinn.wright.7644@contact.example,+1-555-546-8274,VP,Sales,Inbound,2023-07-09,true
003oXqWWjVjlyMfBaA,001C6MHXXb5dd3zULH,005lECbWsEiD75E7eC,Lucia,Singh,lucia.singh.9713@contact.example,+1-555-609-5181,Individual Contributor,IT,Trade Show,2022-09-07,false
003riuBpgFz6XSBmcy,001Arh4Rkyux1MfjPD,0053WZIwXgjGUPdHRc,Casey,Williams,casey.williams.2055@contact.example,+1-555-376-3958,VP,IT,Partner Referral,2023-12-23,true
003HJFAUR30tyP02H7,0014JS28WC7ATnZif3,005oy1dBH72KcdA9bM,Priya,Green,priya.green.11935@contact.example,+1-555-783-3717,Manager,Sales,Event,2024-06-30,false
003RLZzFuR6zCPpT3G,001kLGpgkMGxtCWh4e,0053OvJBQj7lluaSJM,Kavya,Ibrahim,kavya.ibrahim.3651@contact.example,+1-555-224-3666,Individual Contributor,Operations,Inbound,2022-05-06,true
003inZlpcwGh2SaZuZ,001j1uSN9msOn2X1pc,005hJPMnhQ0WRyZFX9,Priya,Wilson,priya.wilson.5364@contact.example,+1-555-139-6905,VP,Finance,Event,2025-01-10,false
003ZyvSC6D0tzUfQya,0015pczIF521zVHC8d,005Iyi4Xhg6R1KQ608,Keisha,Anderson,keisha.anderson.1137@contact.example,+1-555-965-3029,VP,Operations,Inbound,2023-09-09,true
003L30CME1RCLC3VgZ,001pG7yR7iZvsQByJK,005lkDbq9IPSQ2U7zZ,Zuri,Banerjee,zuri.banerjee.12062@contact.example,+1-555-251-3544,Manager,Sales,Partner Referral,2025-10-24,false
003DPxku7GF3FhyCpD,001wT1RqeYs4DtlQ0j,005gvRs74Xd8fUlA3x,Jordan,Miller,jordan.miller.4465@contact.example,+1-555-262-8152,Individual Contributor,IT,Event,2022-10-12,false
003bkgywOVJ0pJCxIE,001PNE0Uzn6x5nhud8,005FmC4bvUmQBFO9r1,Akira,Garcia,akira.garcia.7669@contact.example,+1-555-967-8784,Manager,Finance,Outbound,2025-03-19,false
